ORIGIN,TERMINAL,DISTENCE,PRICE
西安,茅台,1160,917
西安,牡丹江,399,778
西安,绵阳,2205,1000
西安,南昌,1792,973
西安,南京,1337,935
西安,南宁,2729,1028
西安,南通,1276,929
西安,宁波,1490,949
西安,攀枝花,2793,1031
西安,齐齐哈尔,493,806
西安,青岛,867,879
西安,三亚,3117,1045
西安,石家庄,1051,904
西安,松原,240,712
西安,上海,1344,936
西安,深圳,2494,1016
西安,沈阳,192,683
西安,台州,1626,961
西安,太原,1205,922
西安,天津,790,867
西安,通化,153,653
西安,通辽,244,714
西安,吐鲁番,2903,1036
西安,万州,2013,988
西安,威海,659,843
西安,温州,1713,967
西安,乌鲁木齐,3011,1041
西安,无锡,1339,935
西安,乌海,1569,956
西安,武汉,1680,965
西安,乌兰浩特,424,786
西安,乌兰察布,1017,900
西安,西昌,2664,1025
西安,西宁,2109,995
西安,锡林浩特,736,858
西安,厦门,2155,997
西安,徐州,1189,920
西安,烟台,687,849
西安,延吉,351,761
西安,盐城,1153,916
西安,扬州,1278,929
西安,伊宁,3497,1060
西安,宜宾,2420,1012
西安,宜昌,1831,976
西安,义乌,1587,958
西安,银川,1667,964
西安,榆林,1398,941
西安,运城,1504,951
西安,湛江,2778,1030
西安,张家界,2022,989
西安,郑州,1349,936
西安,重庆,2231,1002
西安,珠海,2541,1019
西安,遵义,2360,1009
西昌,阿坝,449,793
西昌,阿克苏,2367,1010
西昌,巴彦淖尔,1514,951
西昌,包头,1587,958
西昌,北海,1002,898
西昌,北京,1875,979
西昌,博鳌,1295,931
西昌,长春,2729,1028
西昌,长沙,1066,906
西昌,长治,1389,940
西昌,常州,1775,972
西昌,朝阳,1886,980
西昌,成都,365,766
西昌,赤峰,2209,1001
西昌,达州,639,839
西昌,大理,306,744
西昌,大连,2180,999
西昌,大庆,2886,1035
西昌,大同,2830,1033
西昌,丹东,2449,1014
西昌,稻城,207,693
西昌,敦煌,1572,956
西昌,鄂尔多斯,1513,951
西昌,十堰,988,896
西昌,石河子,2321,1007
西昌,福州,1716,968
西昌,抚远,3554,1062
西昌,阜阳,1427,944
西昌,赣州,1290,931
西昌,广元,620,835
西昌,广州,1240,925
西昌,贵阳,474,800
西昌,桂林,859,878
西昌,哈尔滨,2933,1037
西昌,哈密,1787,973
西昌,海口,1206,922
西昌,海拉尔,2829,1033
西昌,杭州,1777,972
西昌,合肥,1526,952
西昌,呼和浩特,1684,965
西昌,惠州,1341,936
西昌,淮安,1757,971
西昌,和田,2316,1007
西昌,黄山,1572,956
西昌,揭阳,1506,951
西昌,晋江,1674,964
西昌,井冈山,1194,921
西昌,景德镇,1478,948
西昌,佳木斯,3230,1050
西昌,九寨沟,630,837
西昌,建三江,3413,1057
西昌,库尔勒,2140,996
西昌,克拉玛依,2454,1014
西昌,昆明,318,749
西昌,喀什,2726,1028
西昌,兰州,925,887
西昌,丽江,216,698
西昌,林芝,664,844
西昌,柳州,828,873
西昌,六盘水,305,743
西昌,泸州,345,759
西昌,临汾,1274,929
西昌,拉萨,1090,909
西昌,满洲里,2743,1029
西昌,茅台,1599,959
西昌,牡丹江,3063,1043
西昌,绵阳,475,801
西昌,南昌,1351,937
西昌,南京,1669,964
西昌,南宁,837,874
西昌,南通,1862,978
西昌,宁波,1905,981
西昌,攀枝花,147,648
西昌,齐齐哈尔,2878,1035
西昌,青岛,1946,984
西昌,三亚,1308,932
西昌,石家庄,1616,960
西昌,松原,2776,1030
西昌,上海,1908,981
西昌,深圳,1335,935
西昌,沈阳,2475,1015
西昌,台州,1892,980
西昌,太原,1478,948
西昌,天津,1874,979
西昌,通化,2651,1024
西昌,通辽,2512,1017
西昌,吐鲁番,2013,988
西昌,万州,687,849
西昌,威海,2149,997
西昌,温州,1822,975
西昌,乌鲁木齐,2201,1000
西昌,无锡,1801,974
西昌,乌海,1384,940
西昌,武汉,1221,923
西昌,乌兰浩特,2679,1026
西昌,乌兰察布,1773,972
西昌,西安,2664,1025
西昌,西宁,976,894
西昌,锡林浩特,2193,1000
西昌,厦门,1637,962
西昌,徐州,1600,959
西昌,烟台,2087,993
西昌,延吉,2976,1039
西昌,盐城,1828,976
西昌,扬州,1737,969
西昌,伊宁,2582,1021
西昌,宜宾,266,725
西昌,宜昌,946,890
西昌,义乌,1758,971
西昌,银川,1242,926
西昌,榆林,1357,937
西昌,运城,1159,917
西昌,湛江,1110,911
西昌,张家界,829,873
西昌,郑州,1335,935
西昌,重庆,469,799
西昌,珠海,1309,933
西昌,遵义,473,800
西宁,阿坝,528,814
西宁,阿克苏,1836,976
西宁,巴彦淖尔,671,846
西宁,包头,830,873
西宁,北海,1830,976
西宁,北京,1326,934
西宁,博鳌,2124,995
西宁,长春,2145,997
西宁,长沙,1407,942
西宁,长治,1016,900
西宁,常州,1757,971
西宁,朝阳,1337,935
西宁,成都,696,850
西宁,赤峰,1598,958
西宁,达州,801,869
西宁,大理,1226,924
西宁,大连,1757,971
西宁,大庆,2215,1001
西宁,大同,2171,998
西宁,丹东,1999,988
西宁,稻城,886,882
西宁,敦煌,781,865
西宁,鄂尔多斯,800,868
西宁,十堰,938,889
西宁,石河子,1575,957
西宁,福州,2036,990
西宁,抚远,2926,1037
西宁,阜阳,1347,936
西宁,赣州,1731,969
西宁,广元,596,830
西宁,广州,1866,979
西宁,贵阳,1206,922
西宁,桂林,1500,950
西宁,哈尔滨,2303,1006
西宁,哈密,948,891
西宁,海口,2026,989
西宁,海拉尔,2036,990
西宁,杭州,1849,977
西宁,合肥,1519,952
西宁,呼和浩特,975,894
西宁,惠州,1932,983
西宁,淮安,1631,961
西宁,和田,1939,984
西宁,黄山,1667,964
西宁,揭阳,2018,989
西宁,晋江,2075,992
西宁,井冈山,1611,959
西宁,景德镇,1650,963
西宁,佳木斯,2603,1022
西宁,九寨沟,418,784
西宁,建三江,2791,1031
西宁,库尔勒,1491,949
西宁,克拉玛依,1700,966
西宁,昆明,1292,931
西宁,喀什,2268,1004
西宁,兰州,194,684
西宁,丽江,1095,909
西宁,林芝,1021,900
西宁,柳州,1551,955
西宁,六盘水,1154,916
西宁,泸州,927,888
西宁,临汾,876,880
西宁,拉萨,1258,927
西宁,满洲里,1915,982
西宁,茅台,1385,940
西宁,牡丹江,2495,1016
西宁,绵阳,631,838
西宁,南昌,1587,958
西宁,南京,1639,962
西宁,南宁,1661,963
西宁,南通,1824,976
西宁,宁波,1984,987
西宁,攀枝花,1117,912
西宁,齐齐哈尔,2176,999
西宁,青岛,1665,964
西宁,三亚,2180,999
西宁,石家庄,1137,914
西宁,松原,2146,997
西宁,上海,1911,982
西宁,深圳,1961,985
西宁,沈阳,1946,984
西宁,台州,2038,990
西宁,太原,963,893
西宁,天津,1381,939
西宁,通化,2151,997
西宁,通辽,1901,981
西宁,吐鲁番,1261,928
西宁,万州,901,884
西宁,威海,1802,974
西宁,温州,2015,989
西宁,乌鲁木齐,1443,945
西宁,无锡,1793,973
西宁,乌海,557,821
西宁,武汉,1341,936
西宁,乌兰浩特,1986,987
西宁,乌兰察布,1095,909
西宁,西安,2109,995
西宁,西昌,976,894
西宁,锡林浩特,1468,947
西宁,厦门,2061,992
西宁,徐州,1419,943
西宁,烟台,1733,969
西宁,延吉,2457,1014
西宁,盐城,1709,967
西宁,扬州,1682,965
西宁,伊宁,1913,982
西宁,宜宾,915,886
西宁,宜昌,1099,910
西宁,义乌,1887,980
西宁,银川,442,791
西宁,榆林,727,856
西宁,运城,851,877
西宁,湛江,1901,981
西宁,张家界,1165,917
西宁,郑州,1092,909
西宁,重庆,904,884
西宁,珠海,1961,985
西宁,遵义,1106,911
锡林浩特,阿坝,1816,975
锡林浩特,阿克苏,2888,1035
锡林浩特,巴彦淖尔,803,869
锡林浩特,包头,642,840
锡林浩特,北海,2595,1021
锡林浩特,北京,461,797
锡林浩特,博鳌,2817,1032
锡林浩特,长春,734,857
锡林浩特,长沙,1786,973
锡林浩特,长治,912,886
锡林浩特,常州,1409,942
锡林浩特,朝阳,459,796
锡林浩特,成都,1827,976
锡林浩特,赤峰,300,741
锡林浩特,达州,1618,960
锡林浩特,大理,2497,1016
锡林浩特,大连,728,856
锡林浩特,大庆,748,860
锡林浩特,大同,707,852
锡林浩特,丹东,806,869
锡林浩特,稻城,2208,1000
锡林浩特,敦煌,1849,977
锡林浩特,鄂尔多斯,694,850
锡林浩特,十堰,1353,937
锡林浩特,石河子,2385,1011
锡林浩特,福州,2025,989
锡林浩特,抚远,1462,947
锡林浩特,阜阳,1243,926
锡林浩特,赣州,2030,990
锡林浩特,广元,1573,956
锡林浩特,广州,2344,1008
锡林浩特,贵阳,2116,995
锡林浩特,桂林,2158,998
锡林浩特,哈尔滨,848,876
锡林浩特,哈密,1836,976
锡林浩特,海口,2728,1028
锡林浩特,海拉尔,650,842
锡林浩特,杭州,1578,957
锡林浩特,合肥,1361,938
锡林浩特,呼和浩特,515,811
锡林浩特,惠州,2336,1008
锡林浩特,淮安,1204,922
锡林浩特,和田,3125,1046
锡林浩特,黄山,1544,954
锡林浩特,揭阳,2283,1005
锡林浩特,晋江,2162,998
锡林浩特,井冈山,1948,984
锡林浩特,景德镇,1645,962
锡林浩特,佳木斯,1143,915
锡林浩特,九寨沟,1594,958
锡林浩特,建三江,1329,934
锡林浩特,库尔勒,2478,1015
锡林浩特,克拉玛依,2457,1014
锡林浩特,昆明,2439,1013
锡林浩特,喀什,3331,1054
锡林浩特,兰州,1372,939
锡林浩特,丽江,2385,1011
锡林浩特,林芝,2470,1015
锡林浩特,柳州,2279,1005
锡林浩特,六盘水,2192,1000
锡林浩特,泸州,1936,983
锡林浩特,临汾,969,893
锡林浩特,拉萨,2725,1028
锡林浩特,满洲里,613,834
锡林浩特,茅台,1042,903
锡林浩特,牡丹江,1071,906
锡林浩特,绵阳,1717,968
锡林浩特,南昌,1711,967
锡林浩特,南京,1356,937
锡林浩特,南宁,2471,1015
锡林浩特,南通,1403,942
锡林浩特,宁波,1649,963
锡林浩特,攀枝花,2335,1008
锡林浩特,齐齐哈尔,709,853
锡林浩特,青岛,957,892
锡林浩特,三亚,2936,1038
锡林浩特,石家庄,683,848
锡林浩特,松原,698,851
锡林浩特,上海,1501,950
锡林浩特,深圳,2402,1011
锡林浩特,沈阳,644,840
锡林浩特,台州,1777,972
锡林浩特,太原,750,860
锡林浩特,天津,555,821
锡林浩特,通化,839,875
锡林浩特,通辽,493,806
锡林浩特,吐鲁番,2167,998
锡林浩特,万州,1633,961
锡林浩特,威海,883,881
锡林浩特,温州,1833,976
锡林浩特,乌鲁木齐,2275,1004
锡林浩特,无锡,1437,945
锡林浩特,乌海,911,885
锡林浩特,武汉,1509,951
锡林浩特,乌兰浩特,518,812
锡林浩特,乌兰察布,420,785
锡林浩特,西安,736,858
锡林浩特,西昌,2193,1000
锡林浩特,西宁,1468,947
锡林浩特,厦门,2185,999
锡林浩特,徐州,1094,909
锡林浩特,烟台,847,876
锡林浩特,延吉,1079,907
锡林浩特,盐城,1239,925
锡林浩特,扬州,1328,934
锡林浩特,伊宁,2763,1030
锡林浩特,宜宾,1984,987
锡林浩特,宜昌,1543,954
锡林浩特,义乌,1679,965
锡林浩特,银川,1034,902
锡林浩特,榆林,837,874
锡林浩特,运城,1096,909
锡林浩特,湛江,2592,1021
锡林浩特,张家界,1736,969
锡林浩特,郑州,1058,905
锡林浩特,重庆,1825,976
锡林浩特,珠海,2437,1013
锡林浩特,遵义,1998,987
厦门,阿坝,1758,971
厦门,阿克苏,3852,1073
厦门,巴彦淖尔,2064,992
厦门,包头,1953,985
厦门,北海,978,895
厦门,北京,1724,968
厦门,博鳌,974,894
厦门,长春,2255,1003
厦门,长沙,657,843
厦门,长治,1386,940
厦门,常州,830,873
厦门,朝阳,1726,968
厦门,成都,1543,954
厦门,赤峰,1981,986
厦门,达州,1282,930
厦门,大理,1804,974
厦门,大连,1640,962
厦门,大庆,2534,1018
厦门,大同,2471,1015
厦门,丹东,1833,976
厦门,稻城,1833,976
厦门,敦煌,2842,1033
厦门,鄂尔多斯,1865,979
厦门,十堰,1152,916
厦门,石河子,3636,1065
厦门,福州,212,696
厦门,抚远,2969,1039
厦门,阜阳,961,892
厦门,赣州,352,762
厦门,广元,1489,949
厦门,广州,511,810
厦门,贵阳,1167,918
厦门,桂林,795,868
厦门,哈尔滨,2487,1016
厦门,哈密,3003,1040
厦门,海口,941,890
厦门,海拉尔,2761,1030
厦门,杭州,674,846
厦门,合肥,824,872
厦门,呼和浩特,1912,982
厦门,惠州,405,780
厦门,淮安,1011,899
厦门,和田,3877,1074
厦门,黄山,643,840
厦门,揭阳,204,691
厦门,晋江,53,516
厦门,井冈山,464,798
厦门,景德镇,542,818
厦门,佳木斯,2707,1027
厦门,九寨沟,1690,966
厦门,建三江,2842,1033
厦门,库尔勒,3541,1062
厦门,克拉玛依,3760,1070
厦门,昆明,1554,955
厦门,喀什,4259,1086
厦门,兰州,1876,979
厦门,丽江,1809,975
厦门,林芝,2301,1006
厦门,柳州,879,881
厦门,六盘水,1349,936
厦门,泸州,1348,936
厦门,临汾,1435,944
厦门,拉萨,2726,1028
厦门,满洲里,2781,1030
厦门,茅台,1143,915
厦门,牡丹江,2465,1015
厦门,绵阳,1527,953
厦门,南昌,516,811
厦门,南京,844,875
厦门,南宁,1016,900
厦门,南通,879,881
厦门,宁波,691,849
厦门,攀枝花,1658,963
厦门,齐齐哈尔,2594,1021
厦门,青岛,1309,933
厦门,三亚,1126,913
厦门,石家庄,1545,954
厦门,松原,2374,1010
厦门,上海,821,872
厦门,深圳,468,799
厦门,沈阳,1987,987
厦门,台州,570,824
厦门,太原,1580,957
厦门,天津,1631,961
厦门,通化,2049,991
厦门,通辽,2162,998
厦门,吐鲁番,3322,1054
厦门,万州,1178,919
厦门,威海,1498,950
厦门,温州,468,799
厦门,乌鲁木齐,3504,1061
厦门,无锡,816,871
厦门,乌海,1991,987
厦门,武汉,773,864
厦门,乌兰浩特,2431,1013
厦门,乌兰察布,1895,981
厦门,西安,2155,997
厦门,西昌,1637,962
厦门,西宁,2061,992
厦门,锡林浩特,2185,999
厦门,徐州,1091,909
厦门,烟台,1482,949
厦门,延吉,2311,1006
厦门,盐城,1008,899
厦门,扬州,890,882
厦门,伊宁,3971,1077
厦门,宜宾,1419,943
厦门,宜昌,963,893
厦门,义乌,569,824
厦门,银川,1919,982
厦门,榆林,1724,968
厦门,运城,1357,937
厦门,湛江,870,879
厦门,张家界,914,886
厦门,郑州,1219,923
厦门,重庆,1275,929
厦门,珠海,525,814
厦门,遵义,1170,918
徐州,阿坝,1416,943
徐州,阿克苏,3234,1050
徐州,巴彦淖尔,1122,912
徐州,包头,959,892
徐州,北海,1627,961
徐州,北京,633,838
徐州,博鳌,1801,974
徐州,长春,1278,929
徐州,长沙,783,866
徐州,长治,427,787
徐州,常州,380,772
徐州,朝阳,635,838
徐州,成都,1292,931
徐州,赤峰,905,885
徐州,达州,967,893
徐州,大理,1888,980
徐州,大连,651,842
徐州,大庆,1520,952
徐州,大同,1457,946
徐州,丹东,907,885
徐州,稻城,1714,968
徐州,敦煌,2139,996
徐州,鄂尔多斯,887,882
徐州,十堰,619,835
徐州,石河子,2881,1035
徐州,福州,937,889
徐州,抚远,2078,993
徐州,阜阳,198,687
徐州,赣州,961,892
徐州,广元,1074,907
徐州,广州,1296,931
徐州,贵阳,1314,933
徐州,桂林,1203,922
徐州,哈尔滨,1509,951
徐州,哈密,2241,1002
徐州,海口,1722,968
徐州,海拉尔,1685,965
徐州,杭州,529,815
徐州,合肥,267,726
徐州,呼和浩特,876,880
徐州,惠州,1269,928
徐州,淮安,212,696
徐州,和田,3358,1055
徐州,黄山,451,794
徐州,揭阳,1194,921
徐州,晋江,1069,906
徐州,井冈山,898,884
徐州,景德镇,552,820
徐州,佳木斯,1775,972
徐州,九寨沟,1228,924
徐州,建三江,1939,984
徐州,库尔勒,2861,1034
徐州,克拉玛依,2988,1040
徐州,昆明,1731,969
徐州,喀什,3675,1067
徐州,兰州,1230,924
徐州,丽江,1816,975
徐州,林芝,2128,996
徐州,柳州,1336,935
徐州,六盘水,1456,946
徐州,泸州,1261,928
徐州,临汾,552,820
徐州,拉萨,2505,1017
徐州,满洲里,1693,966
徐州,茅台,55,520
徐州,牡丹江,1562,955
徐州,绵阳,1204,922
徐州,南昌,632,838
徐州,南京,287,735
徐州,南宁,1540,954
徐州,南通,425,786
徐州,宁波,639,839
徐州,攀枝花,1708,967
徐州,齐齐哈尔,1561,955
徐州,青岛,354,763
徐州,三亚,1936,983
徐州,石家庄,483,803
徐州,松原,1372,939
徐州,上海,523,813
徐州,深圳,1339,935
徐州,沈阳,1000,898
徐州,台州,741,859
徐州,太原,579,826
徐州,天津,541,818
徐州,通化,1128,913
徐州,通辽,1129,913
徐州,吐鲁番,2589,1021
徐州,万州,912,886
徐州,威海,571,825
徐州,温州,772,864
徐州,乌鲁木齐,2751,1029
徐州,无锡,418,784
徐州,乌海,1098,910
徐州,武汉,490,805
徐州,乌兰浩特,1380,939
徐州,乌兰察布,831,873
徐州,西安,1189,920
徐州,西昌,1600,959
徐州,西宁,1419,943
徐州,锡林浩特,1094,909
徐州,厦门,1091,909
徐州,烟台,519,812
徐州,延吉,1443,945
徐州,盐城,290,737
徐州,扬州,293,738
徐州,伊宁,3249,1051
徐州,宜宾,1336,935
徐州,宜昌,676,847
徐州,义乌,615,834
徐州,银川,1088,908
徐州,榆林,801,869
徐州,运城,571,825
徐州,湛江,1594,958
徐州,张家界,854,877
徐州,郑州,328,753
徐州,重庆,1134,914
徐州,珠海,1382,940
徐州,遵义,1219,923
烟台,阿坝,1848,977
烟台,阿克苏,3456,1059
烟台,巴彦淖尔,1248,926
烟台,包头,1047,903
烟台,北海,2135,996
烟台,北京,502,808
烟台,博鳌,2291,1005
烟台,长春,783,866
烟台,长沙,1294,931
烟台,长治,743,859
烟台,常州,652,842
烟台,朝阳,494,806
烟台,成都,1757,971
烟台,赤峰,566,824
烟台,达州,1447,946
烟台,大理,2383,1010
烟台,大连,158,658
烟台,大庆,1052,904
烟台,大同,989,896
烟台,丹东,389,775
烟台,稻城,2181,999
烟台,敦煌,2359,1009
烟台,鄂尔多斯,1013,899
烟台,十堰,1099,910
烟台,石河子,3031,1042
烟台,福州,1291,931
烟台,抚远,1564,956
烟台,阜阳,716,854
烟台,赣州,1432,944
烟台,广元,1518,952
烟台,广州,1775,972
烟台,贵阳,1829,976
烟台,桂林,1718,968
烟台,哈尔滨,1017,900
烟台,哈密,2416,1012
烟台,海口,2218,1001
烟台,海拉尔,1309,933
烟台,杭州,815,871
烟台,合肥,729,856
烟台,呼和浩特,907,885
烟台,惠州,1733,969
烟台,淮安,480,802
烟台,和田,3629,1065
烟台,黄山,860,878
烟台,揭阳,1624,961
烟台,晋江,1447,946
烟台,井冈山,1387,940
烟台,景德镇,991,896
烟台,佳木斯,1267,928
烟台,九寨沟,1639,962
烟台,建三江,1425,944
烟台,库尔勒,3062,1043
烟台,克拉玛依,3124,1046
烟台,昆明,2239,1002
烟台,喀什,3904,1075
烟台,兰州,1563,956
烟台,丽江,2302,1006
烟台,林芝,2566,1020
烟台,柳州,1851,978
烟台,六盘水,1966,985
烟台,泸州,1757,971
烟台,临汾,883,881
烟台,拉萨,2916,1037
烟台,满洲里,1362,938
烟台,茅台,501,808
烟台,牡丹江,1047,903
烟台,绵阳,1659,963
烟台,南昌,1104,910
烟台,南京,651,842
烟台,南宁,2056,991
烟台,南通,615,834
烟台,宁波,851,877
烟台,攀枝花,2203,1000
烟台,齐齐哈尔,1112,911
烟台,青岛,179,674
烟台,三亚,2431,1013
烟台,石家庄,598,831
烟台,松原,894,883
烟台,上海,699,851
烟台,深圳,1806,974
烟台,沈阳,508,809
烟台,台州,986,896
烟台,太原,771,864
烟台,天津,399,778
烟台,通化,612,834
烟台,通辽,682,848
烟台,吐鲁番,2767,1030
烟台,万州,1406,942
烟台,威海,69,550
烟台,温州,1061,905
烟台,乌鲁木齐,2908,1036
烟台,无锡,669,845
烟台,乌海,1278,929
烟台,武汉,1005,898
烟台,乌兰浩特,956,892
烟台,乌兰察布,804,869
烟台,西安,687,849
烟台,西昌,2087,993
烟台,西宁,1733,969
烟台,锡林浩特,847,876
烟台,厦门,1482,949
烟台,徐州,519,812
烟台,延吉,924,887
烟台,盐城,473,800
烟台,扬州,595,830
烟台,伊宁,3410,1057
烟台,宜宾,1828,976
烟台,宜昌,1190,920
烟台,义乌,922,887
烟台,银川,1325,934
烟台,榆林,1017,900
烟台,运城,963,893
烟台,湛江,2094,994
烟台,张家界,1371,939
烟台,郑州,753,861
烟台,重庆,1629,961
烟台,珠海,1854,978
烟台,遵义,1731,969
延吉,阿坝,2687,1026
延吉,阿克苏,3966,1077
延吉,巴彦淖尔,1836,976
延吉,包头,1643,962
延吉,北海,3052,1043
延吉,北京,1141,915
延吉,博鳌,3190,1048
延吉,长春,348,760
延吉,长沙,2215,1001
延吉,长治,1590,958
延吉,常州,1506,951
延吉,朝阳,1130,913
延吉,成都,2630,1023
延吉,赤峰,865,879
延吉,达州,2340,1008
延吉,大理,3278,1052
延吉,大连,803,869
延吉,大庆,526,814
延吉,大同,504,808
延吉,丹东,536,816
延吉,稻城,3049,1042
延吉,敦煌,2923,1037
延吉,鄂尔多斯,1659,963
延吉,十堰,2000,988
延吉,石河子,3453,1059
延吉,福州,2103,994
延吉,抚远,658,843
延吉,阜阳,1641,962
延吉,赣州,2324,1007
延吉,广元,2379,1010
延吉,广州,2669,1025
延吉,贵阳,2749,1029
延吉,桂林,2640,1024
延吉,哈尔滨,375,770
延吉,哈密,2915,1037
延吉,海口,3122,1046
延吉,海拉尔,1001,898
延吉,杭州,1642,962
延吉,合肥,1641,962
延吉,呼和浩特,1490,949
延吉,惠州,2615,1022
延吉,淮安,1379,939
延吉,和田,4203,1084
延吉,黄山,1743,970
延吉,揭阳,2480,1016
延吉,晋江,2268,1004
延吉,井冈山,2293,1005
延吉,景德镇,1881,980
延吉,佳木斯,422,785
延吉,九寨沟,2467,1015
延吉,建三江,531,815
延吉,库尔勒,3556,1062
延吉,克拉玛依,3517,1061
延吉,昆明,3151,1047
延吉,喀什,4408,1090
延吉,兰州,2321,1007
延吉,丽江,3189,1048
延吉,林芝,3393,1056
延吉,柳州,2774,1030
延吉,六盘水,2879,1035
延吉,泸州,2658,1025
延吉,临汾,1715,968
延吉,拉萨,3703,1068
延吉,满洲里,1157,916
延吉,茅台,1423,943
延吉,牡丹江,170,667
延吉,绵阳,2525,1018
延吉,南昌,2006,988
延吉,南京,1541,954
延吉,南宁,2978,1039
延吉,南通,1441,945
延吉,宁波,1624,961
延吉,攀枝花,3101,1045
延吉,齐齐哈尔,641,840
延吉,青岛,1096,909
延吉,三亚,3334,1054
延吉,石家庄,1377,939
延吉,松原,436,790
延吉,上海,1490,949
延吉,深圳,2689,1026
延吉,沈阳,514,811
延吉,台州,1754,971
延吉,太原,1538,953
延吉,天津,1114,912
延吉,通化,324,751
延吉,通辽,586,828
延吉,吐鲁番,3244,1050
延吉,万州,2311,1006
延吉,威海,876,880
延吉,温州,1850,977
延吉,乌鲁木齐,3347,1055
延吉,无锡,1510,951
延吉,乌海,1919,982
延吉,武汉,1929,983
延吉,乌兰浩特,676,847
延吉,乌兰察布,1367,938
延吉,西安,351,761
延吉,西昌,2976,1039
延吉,西宁,2457,1014
延吉,锡林浩特,1079,907
延吉,厦门,2311,1006
延吉,徐州,1443,945
延吉,烟台,924,887
延吉,盐城,1347,936
延吉,扬州,1475,948
延吉,伊宁,3828,1072
延吉,宜宾,2726,1028
延吉,宜昌,2109,995
延吉,义乌,1744,970
延吉,银川,2016,989
延吉,榆林,1741,970
延吉,运城,1821,975
延吉,湛江,3002,1040
延吉,张家界,2294,1005
延吉,郑州,1646,962
延吉,重庆,2532,1018
延吉,珠海,2740,1029
延吉,遵义,2647,1024
盐城,阿坝,1683,965
盐城,阿克苏,3524,1061
盐城,巴彦淖尔,1393,941
盐城,包头,1218,923
盐城,北海,1711,967
盐城,北京,801,869
盐城,博鳌,1842,977
盐城,长春,1251,927
盐城,长沙,893,883
盐城,长治,714,854
盐城,常州,179,674
盐城,朝阳,799,868
盐城,成都,1543,954
盐城,赤峰,997,897
盐城,达州,1212,923
盐城,大理,2104,994
盐城,大连,632,838
盐城,大庆,1526,952
盐城,大同,1463,947
盐城,丹东,837,874
盐城,稻城,1958,985
盐城,敦煌,2428,1013
盐城,鄂尔多斯,1153,916
盐城,十堰,875,880
盐城,石河子,3165,1047
盐城,福州,819,872
盐城,抚远,2003,988
盐城,阜阳,406,780
盐城,赣州,977,894
盐城,广元,1340,936
盐城,广州,1322,934
盐城,贵阳,1494,950
盐城,桂林,1315,933
盐城,哈尔滨,1485,949
盐城,哈密,2526,1018
盐城,海口,1774,972
盐城,海拉尔,1767,972
盐城,杭州,347,760
盐城,合肥,316,748
盐城,呼和浩特,1118,912
盐城,惠州,1271,929
盐城,淮安,79,568
盐城,和田,3649,1066
盐城,黄山,396,777
盐城,揭阳,1153,916
盐城,晋江,974,894
盐城,井冈山,947,890
盐城,景德镇,533,816
盐城,佳木斯,1721,968
盐城,九寨沟,1504,951
盐城,建三江,1869,979
盐城,库尔勒,3150,1047
盐城,克拉玛依,3271,1052
盐城,昆明,1925,983
盐城,喀什,3966,1077
盐城,兰州,1519,952
盐城,丽江,2043,990
盐城,林芝,2387,1011
盐城,柳州,1448,946
盐城,六盘水,1652,963
盐城,泸州,1484,949
盐城,临汾,842,875
盐城,拉萨,2774,1030
盐城,满洲里,1804,974
盐城,茅台,331,754
盐城,牡丹江,1488,949
盐城,绵阳,1462,947
盐城,南昌,660,843
盐城,南京,195,685
盐城,南宁,1650,963
盐城,南通,166,664
盐城,宁波,411,782
盐城,攀枝花,1925,983
盐城,齐齐哈尔,1586,957
盐城,青岛,303,742
盐城,三亚,1986,987
盐城,石家庄,726,856
盐城,松原,1367,938
盐城,上海,268,726
盐城,深圳,1345,936
盐城,沈阳,980,895
盐城,台州,538,817
盐城,太原,849,876
盐城,天津,692,850
盐城,通化,1059,905
盐城,通辽,1154,916
盐城,吐鲁番,2876,1035
盐城,万州,1144,915
盐城,威海,493,806
盐城,温州,600,831
盐城,乌鲁木齐,3036,1042
盐城,无锡,201,689
盐城,乌海,1378,939
盐城,武汉,631,838
盐城,乌兰浩特,1425,944
盐城,乌兰察布,1052,904
盐城,西安,1153,916
盐城,西昌,1828,976
盐城,西宁,1709,967
盐城,锡林浩特,1239,925
盐城,厦门,1008,899
盐城,徐州,290,737
盐城,烟台,473,800
盐城,延吉,1347,936
盐城,扬州,127,629
盐城,伊宁,3535,1062
盐城,宜宾,1562,955
盐城,宜昌,882,881
盐城,义乌,453,795
盐城,银川,1376,939
盐城,榆林,1083,908
盐城,运城,860,878
盐城,湛江,1656,963
盐城,张家界,1032,902
盐城,郑州,617,835
盐城,重庆,1358,937
盐城,珠海,1395,941
盐城,遵义,1413,942
扬州,阿坝,1618,960
扬州,阿克苏,3508,1061
扬州,巴彦淖尔,1416,943
扬州,包头,1252,927
扬州,北海,1586,957
扬州,北京,879,881
扬州,博鳌,1715,968
扬州,长春,1376,939
扬州,长沙,774,864
扬州,长治,716,854
扬州,常州,87,580
扬州,朝阳,879,881
扬州,成都,1466,947
扬州,赤峰,1100,910
扬州,达州,1134,914
扬州,大理,2007,988
扬州,大连,753,861
扬州,大庆,1647,962
扬州,大同,1584,957
扬州,丹东,964,893
扬州,稻城,1875,979
扬州,敦煌,2418,1012
扬州,鄂尔多斯,1180,919
扬州,十堰,808,870
扬州,石河子,3169,1047
扬州,福州,707,852
扬州,抚远,2130,996
扬州,阜阳,342,758
扬州,赣州,850,876
扬州,广元,1276,929
扬州,广州,1194,921
