ORIGIN,TERMINAL,DISTENCE,PRICE,TIME
通化,大理,2954,1038,6.56
通化,大连,481,802,1.07
通化,大庆,545,819,1.21
通化,大同,492,805,1.09
通化,丹东,223,702,0.5
通化,稻城,2725,1028,6.06
通化,敦煌,2653,1024,5.9
通化,鄂尔多斯,1357,937,3.02
通化,十堰,1675,965,3.72
通化,石河子,3224,1050,7.16
通化,福州,1846,977,4.1
通化,抚远,951,891,2.11
通化,阜阳,1327,934,2.95
通化,赣州,2034,990,4.52
通化,广元,2055,991,4.57
通化,广州,2379,1010,5.29
通化,贵阳,2428,1013,5.4
通化,桂林,2330,1007,5.18
通化,哈尔滨,452,794,1.0
通化,哈密,2661,1025,5.91
通化,海口,2826,1033,6.28
通化,海拉尔,955,892,2.12
通化,杭州,1375,939,3.06
通化,合肥,1339,935,2.98
通化,呼和浩特,1196,921,2.66
通化,惠州,2331,1008,5.18
通化,淮安,1082,908,2.4
通化,和田,3937,1076,8.75
通化,黄山,1455,946,3.23
通化,揭阳,2208,1000,4.91
通化,晋江泉州,2009,988,4.46
通化,井冈山,1996,987,4.44
通化,景德镇,1591,958,3.54
通化,佳木斯,661,844,1.47
通化,九寨沟,2146,997,4.77
通化,建三江,813,871,1.81
通化,库尔勒,3308,1053,7.35
通化,克拉玛依,3296,1053,7.32
通化,昆明,2828,1033,6.28
通化,喀什,4161,1083,9.25
通化,兰州,2008,988,4.46
通化,丽江,2864,1034,6.36
通化,林芝,3074,1043,6.83
通化,柳州,2464,1015,5.48
通化,六盘水,2556,1020,5.68
通化,泸州,2334,1008,5.19
通化,临汾,1392,941,3.09
通化,拉萨,3390,1056,7.53
通化,满洲里,1078,907,2.4
通化,茅台,1105,910,2.46
通化,牡丹江,434,789,0.96
通化,绵阳,2201,1000,4.89
通化,南昌,1711,967,3.8
通化,南京,1249,926,2.78
通化,南宁,2668,1025,5.93
通化,南通,1170,918,2.6
通化,宁波,1374,939,3.05
通化,攀枝花,2776,1030,6.17
通化,齐齐哈尔,642,840,1.43
通化,青岛,789,867,1.75
通化,三亚,3039,1042,6.75
通化,石家庄,1056,905,2.35
通化,松原,388,774,0.86
通化,上海,1231,925,2.74
通化,深圳,2405,1012,5.34
通化,沈阳,208,693,0.46
通化,台州,1508,951,3.35
通化,太原,1219,923,2.71
通化,天津,792,867,1.76
通化,通辽,367,767,0.82
通化,吐鲁番,2998,1040,6.66
通化,万州,1987,987,4.42
通化,威海,572,825,1.27
通化,温州,1599,959,3.55
通化,乌鲁木齐,3112,1045,6.92
通化,无锡,1236,925,2.75
通化,乌海,1623,960,3.61
通化,武汉,1617,960,3.59
通化,乌兰浩特,576,826,1.28
通化,乌兰察布,1072,907,2.38
通化,西安,153,653,0.34
通化,西昌,2651,1024,5.89
通化,西宁,2151,997,4.78
通化,锡林浩特,839,875,1.86
通化,厦门,2049,991,4.55
通化,徐州,1128,913,2.51
通化,烟台,612,834,1.36
通化,延吉,324,751,0.72
通化,盐城,1059,905,2.35
通化,扬州,1186,920,2.64
通化,伊宁,3602,1064,8.0
通化,宜宾,2401,1011,5.34
通化,宜昌,1789,973,3.98
通化,义乌,1479,948,3.29
通化,银川,1712,967,3.8
通化,榆林,1429,944,3.18
通化,运城,1496,950,3.32
通化,湛江,2704,1027,6.01
通化,张家界,1976,986,4.39
通化,郑州,1322,934,2.94
通化,重庆,2208,1000,4.91
通化,珠海,2454,1014,5.45
通化,遵义,2325,1007,5.17
通辽,阿坝,2181,999,4.85
通辽,阿克苏,3381,1056,7.51
通辽,巴彦淖尔,1261,928,2.8
通辽,包头,1074,907,2.39
通辽,北海,2746,1029,6.1
通辽,北京,636,839,1.41
通辽,博鳌,2930,1037,6.51
通辽,长春,246,715,0.55
通辽,长沙,1904,981,4.23
通辽,长治,1134,914,2.52
通辽,常州,1334,935,2.96
通辽,朝阳,626,837,1.39
通辽,成都,2153,997,4.78
通辽,赤峰,308,744,0.68
通辽,达州,1893,980,4.21
通辽,大理,2818,1032,6.26
通辽,大连,523,813,1.16
通辽,大庆,394,776,0.88
通辽,大同,332,754,0.74
通辽,丹东,425,786,0.94
通辽,稻城,2560,1020,5.69
通辽,敦煌,2338,1008,5.2
通辽,鄂尔多斯,1101,910,2.45
通辽,十堰,1577,957,3.5
通辽,石河子,2875,1035,6.39
通辽,福州,1973,986,4.38
通辽,抚远,1046,903,2.32
通辽,阜阳,1318,933,2.93
通辽,赣州,2085,993,4.63
通辽,广元,1896,981,4.21
通辽,广州,2424,1013,5.39
通辽,贵阳,2352,1009,5.23
通辽,桂林,2314,1007,5.14
通辽,哈尔滨,421,785,0.94
通辽,哈密,2329,1007,5.18
通辽,海口,2850,1034,6.33
通辽,海拉尔,650,842,1.44
通辽,杭州,1498,950,3.33
通辽,合肥,1378,939,3.06
通辽,呼和浩特,925,887,2.06
通辽,惠州,2392,1011,5.32
通辽,淮安,1152,916,2.56
通辽,和田,3617,1065,8.04
通辽,黄山,1530,953,3.4
通辽,揭阳,2297,1006,5.1
通辽,晋江泉州,2128,996,4.73
通辽,井冈山,2027,989,4.5
通辽,景德镇,1655,963,3.68
通辽,佳木斯,720,855,1.6
通辽,九寨沟,1957,985,4.35
通辽,建三江,906,885,2.01
通辽,库尔勒,2971,1039,6.6
通辽,克拉玛依,2943,1038,6.54
通辽,昆明,2722,1028,6.05
通辽,喀什,3824,1072,8.5
通辽,兰州,1779,972,3.95
通辽,丽江,2717,1027,6.04
通辽,林芝,2869,1035,6.38
通辽,柳州,2444,1014,5.43
通辽,六盘水,2458,1014,5.46
通辽,泸州,2218,1001,4.93
通辽,临汾,1238,925,2.75
通辽,拉萨,3156,1047,7.01
通辽,满洲里,742,859,1.65
通辽,茅台,1090,909,2.42
通辽,牡丹江,595,830,1.32
通辽,绵阳,2044,990,4.54
通辽,南昌,1755,971,3.9
通辽,南京,1322,934,2.94
通辽,南宁,2646,1024,5.88
通辽,南通,1297,931,2.88
通辽,宁波,1529,953,3.4
通辽,攀枝花,2646,1024,5.88
通辽,齐齐哈尔,434,789,0.96
通辽,青岛,852,877,1.89
通辽,三亚,3063,1043,6.81
通辽,石家庄,898,884,2.0
通辽,松原,263,724,0.58
通辽,上海,1378,939,3.06
通辽,深圳,2463,1015,5.47
通辽,沈阳,224,703,0.5
通辽,台州,1665,964,3.7
通辽,太原,1036,902,2.3
通辽,天津,652,842,1.45
通辽,通化,367,767,0.82
通辽,吐鲁番,2660,1025,5.91
通辽,万州,1884,980,4.19
通辽,威海,678,847,1.51
通辽,温州,1743,970,3.87
通辽,乌鲁木齐,2766,1030,6.15
通辽,无锡,1352,937,3.0
通辽,乌海,1352,937,3.0
通辽,武汉,1611,959,3.58
通辽,乌兰浩特,276,730,0.61
通辽,乌兰察布,805,869,1.79
通辽,西安,244,714,0.54
通辽,西昌,2512,1017,5.58
通辽,西宁,1901,981,4.22
通辽,锡林浩特,493,806,1.1
通辽,厦门,2162,998,4.8
通辽,徐州,1129,913,2.51
通辽,烟台,682,848,1.52
通辽,延吉,586,828,1.3
通辽,盐城,1154,916,2.56
通辽,扬州,1272,929,2.83
通辽,伊宁,3252,1051,7.23
通辽,宜宾,2278,1005,5.06
通辽,宜昌,1728,969,3.84
通辽,义乌,1604,959,3.56
通辽,银川,1458,947,3.24
通辽,榆林,1205,922,2.68
通辽,运城,1357,937,3.02
通辽,湛江,2720,1028,6.04
通辽,张家界,1922,982,4.27
通辽,郑州,1233,925,2.74
通辽,重庆,2096,994,4.66
通辽,珠海,2508,1017,5.57
通辽,遵义,2240,1002,4.98
吐鲁番,阿坝,1654,963,3.68
吐鲁番,阿克苏,722,855,1.6
吐鲁番,巴彦淖尔,1518,952,3.37
吐鲁番,包头,1720,968,3.82
吐鲁番,北海,2993,1040,6.65
吐鲁番,北京,2276,1004,5.06
吐鲁番,博鳌,3292,1052,7.32
吐鲁番,长春,2897,1036,6.44
吐鲁番,长沙,2667,1025,5.93
吐鲁番,长治,2162,998,4.8
吐鲁番,常州,2956,1038,6.57
吐鲁番,朝阳,2286,1005,5.08
吐鲁番,成都,1871,979,4.16
吐鲁番,赤峰,2420,1012,5.38
吐鲁番,达州,2053,991,4.56
吐鲁番,大理,2136,996,4.75
吐鲁番,大连,2734,1028,6.08
吐鲁番,大庆,2837,1033,6.3
吐鲁番,大同,2817,1032,6.26
吐鲁番,丹东,2917,1037,6.48
吐鲁番,稻城,1834,976,4.08
吐鲁番,敦煌,480,802,1.07
吐鲁番,鄂尔多斯,1757,971,3.9
吐鲁番,十堰,2190,999,4.87
吐鲁番,石河子,316,748,0.7
吐鲁番,福州,3293,1052,7.32
吐鲁番,抚远,3518,1061,7.82
吐鲁番,阜阳,2559,1020,5.69
吐鲁番,赣州,2990,1040,6.64
吐鲁番,广元,1844,977,4.1
吐鲁番,广州,3103,1045,6.9
吐鲁番,贵阳,2383,1010,5.3
吐鲁番,桂林,2723,1028,6.05
吐鲁番,哈尔滨,2971,1039,6.6
吐鲁番,哈密,351,761,0.78
吐鲁番,海口,3197,1049,7.1
吐鲁番,海拉尔,2469,1015,5.49
吐鲁番,杭州,3069,1043,6.82
吐鲁番,合肥,2737,1028,6.08
吐鲁番,呼和浩特,1863,978,4.14
吐鲁番,惠州,3177,1048,7.06
吐鲁番,淮安,2800,1031,6.22
吐鲁番,和田,1005,898,2.23
吐鲁番,黄山,2901,1036,6.45
吐鲁番,揭阳,3275,1052,7.28
吐鲁番,晋江泉州,3336,1054,7.41
吐鲁番,井冈山,2871,1035,6.38
吐鲁番,景德镇,2898,1036,6.44
吐鲁番,佳木斯,3234,1050,7.19
吐鲁番,九寨沟,1649,963,3.66
吐鲁番,建三江,3407,1057,7.57
吐鲁番,库尔勒,312,746,0.69
吐鲁番,克拉玛依,446,793,0.99
吐鲁番,昆明,2313,1007,5.14
吐鲁番,喀什,1163,917,2.58
吐鲁番,兰州,1448,946,3.22
吐鲁番,丽江,2018,989,4.48
吐鲁番,林芝,1605,959,3.57
吐鲁番,柳州,2752,1029,6.12
吐鲁番,六盘水,2279,1005,5.06
吐鲁番,泸州,2108,994,4.68
吐鲁番,临汾,2041,990,4.54
吐鲁番,拉萨,1456,946,3.24
吐鲁番,满洲里,2296,1006,5.1
吐鲁番,茅台,2544,1019,5.65
吐鲁番,牡丹江,3220,1050,7.16
吐鲁番,绵阳,1843,977,4.1
吐鲁番,南昌,2844,1033,6.32
吐鲁番,南京,2843,1033,6.32
吐鲁番,南宁,2823,1032,6.27
吐鲁番,南通,3012,1041,6.69
吐鲁番,宁波,3200,1049,7.11
吐鲁番,攀枝花,2116,995,4.7
吐鲁番,齐齐哈尔,2754,1029,6.12
吐鲁番,青岛,2754,1029,6.12
吐鲁番,三亚,3318,1053,7.37
吐鲁番,石家庄,2191,999,4.87
吐鲁番,松原,2839,1033,6.31
吐鲁番,上海,3107,1045,6.9
吐鲁番,深圳,3200,1049,7.11
吐鲁番,沈阳,2794,1031,6.21
吐鲁番,台州,3269,1051,7.26
吐鲁番,太原,2038,990,4.53
吐鲁番,天津,2369,1010,5.26
吐鲁番,通化,2998,1040,6.66
吐鲁番,通辽,2660,1025,5.91
吐鲁番,万州,2155,997,4.79
吐鲁番,威海,2831,1033,6.29
吐鲁番,温州,3256,1051,7.24
吐鲁番,乌鲁木齐,188,680,0.42
吐鲁番,无锡,2994,1040,6.65
吐鲁番,乌海,1504,951,3.34
吐鲁番,武汉,2593,1021,5.76
吐鲁番,乌兰浩特,2616,1023,5.81
吐鲁番,乌兰察布,1977,986,4.39
吐鲁番,西安,2903,1036,6.45
吐鲁番,西昌,2013,988,4.47
吐鲁番,西宁,1261,928,2.8
吐鲁番,锡林浩特,2167,998,4.82
吐鲁番,厦门,3322,1054,7.38
吐鲁番,徐州,2589,1021,5.75
吐鲁番,烟台,2767,1030,6.15
吐鲁番,延吉,3244,1050,7.21
吐鲁番,盐城,2876,1035,6.39
吐鲁番,扬州,2874,1035,6.39
吐鲁番,伊宁,661,844,1.47
吐鲁番,宜宾,2070,992,4.6
吐鲁番,宜昌,2360,1009,5.24
吐鲁番,义乌,3120,1045,6.93
吐鲁番,银川,1500,950,3.33
吐鲁番,榆林,1794,973,3.99
吐鲁番,运城,2057,991,4.57
吐鲁番,湛江,3085,1044,6.86
吐鲁番,张家界,2421,1012,5.38
吐鲁番,郑州,2281,1005,5.07
吐鲁番,重庆,2122,995,4.72
吐鲁番,珠海,3194,1048,7.1
吐鲁番,遵义,2303,1006,5.12
万州,阿坝,602,832,1.34
万州,阿克苏,2675,1025,5.94
万州,巴彦淖尔,1122,912,2.49
万州,包头,1112,911,2.47
万州,北海,1029,901,2.29
万州,北京,1253,927,2.78
万州,博鳌,1301,932,2.89
万州,长春,2086,993,4.64
万州,长沙,521,813,1.16
万州,长治,750,860,1.67
万州,常州,1105,910,2.46
万州,朝阳,1263,928,2.81
万州,成都,415,783,0.92
万州,赤峰,1592,958,3.54
万州,达州,103,602,0.23
万州,大理,977,894,2.17
万州,大连,1509,951,3.35
万州,大庆,2270,1004,5.04
万州,大同,2211,1001,4.91
万州,丹东,1778,972,3.95
万州,稻城,815,871,1.81
万州,敦煌,1675,965,3.72
万州,鄂尔多斯,1022,900,2.27
万州,十堰,311,746,0.69
万州,石河子,2472,1015,5.49
万州,福州,1186,920,2.64
万州,抚远,2911,1036,6.47
万州,阜阳,740,858,1.64
万州,赣州,836,874,1.86
万州,广元,312,746,0.69
万州,广州,973,894,2.16
万州,贵阳,483,803,1.07
万州,桂林,632,838,1.4
万州,哈尔滨,2300,1006,5.11
万州,哈密,1850,977,4.11
万州,海口,1203,922,2.67
万州,海拉尔,2283,1005,5.07
万州,杭州,1131,914,2.51
万州,合肥,852,877,1.89
万州,呼和浩特,1162,917,2.58
万州,惠州,1032,902,2.29
万州,淮安,1072,907,2.38
万州,和田,2713,1027,6.03
万州,黄山,926,888,2.06
万州,揭阳,1119,912,2.49
万州,晋江泉州,1198,921,2.66
万州,井冈山,718,854,1.6
万州,景德镇,858,878,1.91
万州,佳木斯,2591,1021,5.76
万州,九寨沟,512,810,1.14
万州,建三江,2769,1030,6.15
万州,库尔勒,2364,1009,5.25
万州,克拉玛依,2598,1022,5.77
万州,昆明,842,875,1.87
万州,喀什,3085,1044,6.86
万州,兰州,731,857,1.62
万州,丽江,903,884,2.01
万州,林芝,1259,927,2.8
万州,柳州,716,854,1.59
万州,六盘水,574,825,1.28
万州,泸州,350,761,0.78
万州,临汾,665,844,1.48
万州,拉萨,1665,964,3.7
万州,满洲里,2226,1002,4.95
万州,茅台,913,886,2.03
万州,牡丹江,2408,1012,5.35
万州,绵阳,363,766,0.81
万州,南昌,756,861,1.68
万州,南京,994,897,2.21
万州,南宁,878,881,1.95
万州,南通,1191,920,2.65
万州,宁波,1266,928,2.81
万州,攀枝花,797,868,1.77
万州,齐齐哈尔,2278,1005,5.06
万州,青岛,1261,928,2.8
万州,三亚,1389,940,3.09
万州,石家庄,989,896,2.2
万州,松原,2147,997,4.77
万州,上海,1247,926,2.77
万州,深圳,1065,906,2.37
万州,沈阳,1821,975,4.05
万州,台州,1277,929,2.84
万州,太原,883,881,1.96
万州,天津,1232,925,2.74
万州,通化,1987,987,4.42
万州,通辽,1884,980,4.19
万州,吐鲁番,2155,997,4.79
万州,威海,1467,947,3.26
万州,温州,1226,924,2.72
万州,乌鲁木齐,2340,1008,5.2
万州,无锡,1135,914,2.52
万州,乌海,1008,899,2.24
万州,武汉,564,823,1.25
万州,乌兰浩特,2079,993,4.62
万州,乌兰察布,1221,923,2.71
万州,西安,2013,988,4.47
万州,西昌,687,849,1.53
万州,西宁,901,884,2.0
万州,锡林浩特,1633,961,3.63
万州,厦门,1178,919,2.62
万州,徐州,912,886,2.03
万州,烟台,1406,942,3.12
万州,延吉,2311,1006,5.14
万州,盐城,1144,915,2.54
万州,扬州,1060,905,2.36
万州,伊宁,2797,1031,6.22
万州,宜宾,423,786,0.94
万州,宜昌,276,730,0.61
万州,义乌,1132,914,2.52
万州,银川,889,882,1.98
万州,榆林,850,876,1.89
万州,运城,538,817,1.2
万州,湛江,1068,906,2.37
万州,张家界,266,725,0.59
万州,郑州,664,844,1.48
万州,重庆,222,702,0.49
万州,珠海,1070,906,2.38
万州,遵义,364,766,0.81
威海,阿坝,1915,982,4.26
威海,阿克苏,3522,1061,7.83
威海,巴彦淖尔,1313,933,2.92
威海,包头,1111,911,2.47
威海,北海,2177,999,4.84
威海,北京,561,822,1.25
威海,博鳌,2326,1007,5.17
威海,长春,758,861,1.68
威海,长沙,1339,935,2.98
威海,长治,811,870,1.8
威海,常州,668,845,1.48
威海,朝阳,553,820,1.23
威海,成都,1821,975,4.05
威海,赤峰,594,830,1.32
威海,达州,1510,951,3.36
威海,大理,2444,1014,5.43
威海,大连,163,662,0.36
威海,大庆,1036,902,2.3
威海,大同,973,894,2.16
威海,丹东,348,760,0.77
威海,稻城,2246,1003,4.99
威海,敦煌,2426,1013,5.39
威海,鄂尔多斯,1079,907,2.4
威海,十堰,1161,917,2.58
威海,石河子,3094,1044,6.88
威海,福州,1302,932,2.89
威海,抚远,1522,952,3.38
威海,阜阳,767,863,1.7
威海,赣州,1463,947,3.25
威海,广元,1584,957,3.52
威海,广州,1808,974,4.02
威海,贵阳,1884,980,4.19
威海,桂林,1763,971,3.92
威海,哈尔滨,991,896,2.2
威海,哈密,2481,1016,5.51
威海,海口,2254,1003,5.01
威海,海拉尔,1316,933,2.92
威海,杭州,826,873,1.84
威海,合肥,767,863,1.7
威海,呼和浩特,970,894,2.16
威海,惠州,1762,971,3.92
威海,淮安,511,810,1.14
威海,和田,3696,1067,8.21
威海,黄山,887,882,1.97
威海,揭阳,1647,962,3.66
威海,晋江泉州,1462,947,3.25
威海,井冈山,1423,943,3.16
威海,景德镇,1021,900,2.27
威海,佳木斯,1231,925,2.74
威海,九寨沟,1707,967,3.79
威海,建三江,1385,940,3.08
威海,库尔勒,3127,1046,6.95
威海,克拉玛依,3186,1048,7.08
威海,昆明,2297,1006,5.1
威海,喀什,3970,1077,8.82
威海,兰州,1632,961,3.63
威海,丽江,2365,1009,5.26
威海,林芝,2633,1023,5.85
威海,柳州,1897,981,4.22
威海,六盘水,2023,989,4.5
威海,泸州,1818,975,4.04
威海,临汾,952,891,2.12
威海,拉萨,2984,1040,6.63
威海,满洲里,1378,939,3.06
威海,茅台,557,821,1.24
威海,牡丹江,1005,898,2.23
威海,绵阳,1724,968,3.83
威海,南昌,1139,914,2.53
威海,南京,679,847,1.51
威海,南宁,2101,994,4.67
威海,南通,623,836,1.38
威海,宁波,851,877,1.89
威海,攀枝花,2265,1004,5.03
威海,齐齐哈尔,1102,910,2.45
威海,青岛,219,700,0.49
威海,三亚,2467,1015,5.48
威海,石家庄,667,845,1.48
威海,松原,876,880,1.95
威海,上海,700,851,1.56
威海,深圳,1836,976,4.08
威海,沈阳,489,805,1.09
威海,台州,987,896,2.19
威海,太原,840,875,1.87
威海,天津,462,797,1.03
威海,通化,572,825,1.27
威海,通辽,678,847,1.51
威海,吐鲁番,2831,1033,6.29
威海,万州,1467,947,3.26
威海,温州,1067,906,2.37
威海,乌鲁木齐,2971,1039,6.6
威海,无锡,682,848,1.52
威海,乌海,1345,936,2.99
威海,武汉,1052,904,2.34
威海,乌兰浩特,954,891,2.12
威海,乌兰察布,864,879,1.92
威海,西安,659,843,1.46
威海,西昌,2149,997,4.78
威海,西宁,1802,974,4.0
威海,锡林浩特,883,881,1.96
威海,厦门,1498,950,3.33
威海,徐州,571,825,1.27
威海,烟台,69,550,0.15
威海,延吉,876,880,1.95
威海,盐城,493,806,1.1
威海,扬州,618,835,1.37
威海,伊宁,3474,1059,7.72
威海,宜宾,1890,980,4.2
威海,宜昌,1245,926,2.77
威海,义乌,933,888,2.07
威海,银川,1394,941,3.1
威海,榆林,1085,908,2.41
威海,运城,1030,901,2.29
威海,湛江,2132,996,4.74
威海,张家界,1425,944,3.17
威海,郑州,818,871,1.82
威海,重庆,1690,966,3.76
威海,珠海,1884,980,4.19
威海,遵义,1787,973,3.97
温州,阿坝,1828,976,4.06
温州,阿克苏,3849,1073,8.55
温州,巴彦淖尔,1865,979,4.14
温州,包头,1719,968,3.82
温州,北海,1374,939,3.05
温州,北京,1383,940,3.07
温州,博鳌,1421,943,3.16
温州,长春,1815,975,4.03
温州,长沙,756,861,1.68
温州,长治,1156,916,2.57
温州,常州,424,786,0.94
温州,朝阳,1383,940,3.07
温州,成都,1636,962,3.64
温州,赤峰,1597,958,3.55
温州,达州,1323,934,2.94
温州,大理,2044,990,4.54
温州,大连,1219,923,2.71
温州,大庆,2101,994,4.67
温州,大同,2039,990,4.53
温州,丹东,1389,940,3.09
温州,稻城,1997,987,4.44
温州,敦煌,2786,1031,6.19
温州,鄂尔多斯,1640,962,3.64
温州,十堰,1079,907,2.4
温州,石河子,3562,1063,7.92
温州,福州,255,720,0.57
温州,抚远,2507,1017,5.57
温州,阜阳,717,854,1.59
温州,赣州,618,835,1.37
温州,广元,1510,951,3.36
温州,广州,917,886,2.04
温州,贵阳,1388,940,3.08
温州,桂林,1080,908,2.4
温州,哈尔滨,2044,990,4.54
温州,哈密,2918,1037,6.48
温州,海口,1375,939,3.06
温州,海拉尔,2366,1009,5.26
温州,杭州,255,720,0.57
温州,合肥,540,817,1.2
温州,呼和浩特,1647,962,3.66
温州,惠州,831,873,1.85
温州,淮安,628,837,1.4
温州,和田,3921,1075,8.71
温州,黄山,358,764,0.8
温州,揭阳,656,843,1.46
温州,晋江泉州,421,785,0.94
温州,井冈山,666,845,1.48
温州,景德镇,371,769,0.82
温州,佳木斯,2252,1003,5.0
温州,九寨沟,1705,967,3.79
温州,建三江,2381,1010,5.29
温州,库尔勒,3504,1061,7.79
温州,克拉玛依,3677,1067,8.17
温州,昆明,1816,975,4.04
温州,喀什,4276,1086,9.5
温州,兰州,1821,975,4.05
温州,丽江,2020,989,4.49
温州,林芝,2461,1015,5.47
温州,柳州,1195,921,2.66
温州,六盘水,1571,956,3.49
温州,泸州,1492,950,3.32
温州,临汾,1245,926,2.77
温州,拉萨,2879,1035,6.4
温州,满洲里,2404,1012,5.34
温州,茅台,828,873,1.84
温州,牡丹江,2006,988,4.46
温州,绵阳,1589,958,3.53
温州,南昌,475,801,1.06
温州,南京,486,804,1.08
温州,南宁,1371,939,3.05
温州,南通,446,793,0.99
温州,宁波,226,704,0.5
温州,攀枝花,1879,980,4.18
温州,齐齐哈尔,2170,998,4.82
温州,青岛,901,884,2.0
温州,三亚,1572,956,3.49
温州,石家庄,1255,927,2.79
温州,松原,1940,984,4.31
温州,上海,369,768,0.82
温州,深圳,903,884,2.01
温州,沈阳,1555,955,3.46
温州,台州,104,603,0.23
温州,太原,1334,935,2.96
温州,天津,1279,929,2.84
温州,通化,1599,959,3.55
温州,通辽,1743,970,3.87
温州,吐鲁番,3256,1051,7.24
温州,万州,1226,924,2.72
温州,威海,1067,906,2.37
温州,乌鲁木齐,3430,1058,7.62
温州,无锡,398,778,0.88
温州,乌海,1819,975,4.04
温州,武汉,681,848,1.51
温州,乌兰浩特,2017,989,4.48
温州,乌兰察布,1603,959,3.56
温州,西安,1713,967,3.81
温州,西昌,1822,975,4.05
温州,西宁,2015,989,4.48
温州,锡林浩特,1833,976,4.07
温州,厦门,468,799,1.04
温州,徐州,772,864,1.72
温州,烟台,1061,905,2.36
温州,延吉,1850,977,4.11
温州,盐城,600,831,1.33
温州,扬州,504,808,1.12
温州,伊宁,3917,1075,8.7
温州,宜宾,1571,956,3.49
温州,宜昌,957,892,2.13
温州,义乌,157,657,0.35
温州,银川,1778,972,3.95
温州,榆林,1528,953,3.4
温州,运城,1204,922,2.68
温州,湛江,1284,930,2.85
温州,张家界,1004,898,2.23
温州,郑州,1004,898,2.23
温州,重庆,1389,940,3.09
温州,珠海,960,892,2.13
温州,遵义,1352,937,3.0
乌鲁木齐,阿坝,1843,977,4.1
乌鲁木齐,阿克苏,655,843,1.46
乌鲁木齐,巴彦淖尔,1664,964,3.7
乌鲁木齐,包头,1862,978,4.14
乌鲁木齐,北海,3182,1048,7.07
乌鲁木齐,北京,2413,1012,5.36
乌鲁木齐,博鳌,3480,1060,7.73
乌鲁木齐,长春,2999,1040,6.66
乌鲁木齐,长沙,2851,1034,6.34
乌鲁木齐,长治,2324,1007,5.16
乌鲁木齐,常州,3121,1045,6.94
乌鲁木齐,朝阳,2422,1013,5.38
乌鲁木齐,成都,2059,991,4.58
乌鲁木齐,赤峰,2538,1019,5.64
乌鲁木齐,达州,2239,1002,4.98
乌鲁木齐,大理,2319,1007,5.15
乌鲁木齐,大连,2869,1035,6.38
乌鲁木齐,大庆,2922,1037,6.49
乌鲁木齐,大同,2905,1036,6.46
乌鲁木齐,丹东,3041,1042,6.76
乌鲁木齐,稻城,2020,989,4.49
乌鲁木齐,敦煌,665,844,1.48
乌鲁木齐,鄂尔多斯,1905,981,4.23
乌鲁木齐,十堰,2368,1010,5.26
乌鲁木齐,石河子,132,634,0.29
乌鲁木齐,福州,3472,1059,7.72
乌鲁木齐,抚远,3589,1064,7.98
乌鲁木齐,阜阳,2728,1028,6.06
乌鲁木齐,赣州,3174,1048,7.05
乌鲁木齐,广元,2030,990,4.51
乌鲁木齐,广州,3291,1052,7.31
乌鲁木齐,贵阳,2572,1020,5.72
乌鲁木齐,桂林,2911,1036,6.47
乌鲁木齐,哈尔滨,3060,1043,6.8
乌鲁木齐,哈密,511,810,1.14
乌鲁木齐,海口,3386,1056,7.52
乌鲁木齐,海拉尔,2534,1018,5.63
乌鲁木齐,杭州,3238,1050,7.2
乌鲁木齐,合肥,2907,1036,6.46
乌鲁木齐,呼和浩特,2001,988,4.45
乌鲁木齐,惠州,3364,1055,7.48
乌鲁木齐,淮安,2961,1039,6.58
乌鲁木齐,和田,984,895,2.19
乌鲁木齐,黄山,3073,1043,6.83
乌鲁木齐,揭阳,3460,1059,7.69
乌鲁木齐,晋江泉州,3518,1061,7.82
乌鲁木齐,井冈山,3055,1043,6.79
乌鲁木齐,景德镇,3074,1043,6.83
乌鲁木齐,佳木斯,3314,1053,7.36
乌鲁木齐,九寨沟,1836,976,4.08
乌鲁木齐,建三江,3483,1060,7.74
乌鲁木齐,库尔勒,281,732,0.62
乌鲁木齐,克拉玛依,258,721,0.57
乌鲁木齐,昆明,2500,1017,5.56
乌鲁木齐,喀什,1071,906,2.38
乌鲁木齐,兰州,1629,961,3.62
乌鲁木齐,丽江,2202,1000,4.89
乌鲁木齐,林芝,1779,972,3.95
乌鲁木齐,柳州,2941,1038,6.54
乌鲁木齐,六盘水,2468,1015,5.48
乌鲁木齐,泸州,2297,1006,5.1
乌鲁木齐,临汾,2206,1000,4.9
乌鲁木齐,拉萨,1607,959,3.57
乌鲁木齐,满洲里,2359,1009,5.24
乌鲁木齐,茅台,2705,1027,6.01
乌鲁木齐,牡丹江,3314,1053,7.36
乌鲁木齐,绵阳,2031,990,4.51
乌鲁木齐,南昌,3023,1041,6.72
乌鲁木齐,南京,3010,1041,6.69
乌鲁木齐,南宁,3011,1041,6.69
乌鲁木齐,南通,3175,1048,7.06
乌鲁木齐,宁波,3368,1055,7.48
乌鲁木齐,攀枝花,2302,1006,5.12
乌鲁木齐,齐齐哈尔,2834,1033,6.3
乌鲁木齐,青岛,2904,1036,6.45
乌鲁木齐,三亚,3507,1061,7.79
乌鲁木齐,石家庄,2342,1008,5.2
乌鲁木齐,松原,2933,1037,6.52
乌鲁木齐,上海,3271,1052,7.27
乌鲁木齐,深圳,3387,1056,7.53
乌鲁木齐,沈阳,2910,1036,6.47
乌鲁木齐,台州,3440,1058,7.64
乌鲁木齐,太原,2192,1000,4.87
乌鲁木齐,天津,2509,1017,5.58
乌鲁木齐,通化,3112,1045,6.92
乌鲁木齐,通辽,2766,1030,6.15
